root,original_path,original_name,normalized_name,proposed_display_name,proposed_safe_slug,candidate_type,confidence,review_status,reason,collision_group,slug_collision
original-ar,/srv/daawah/media/original-ar/في حقيبة أمي مع ا فاطمة جلال,في حقيبة أمي مع ا فاطمة جلال,في حقيبة أمي مع ا فاطمة جلال,في حقيبة أمي مع ا فاطمة جلال,في-حقيبة-أمي,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/كنوز من الهجرة مع الأستاذ الدكتور شكري نور الدين,كنوز من الهجرة مع الأستاذ الدكتور شكري نور الدين,كنوز من الهجرة مع الأستاذ الدكتور شكري نور الدين,كنوز من الهجرة مع الأستاذ الدكتور شكري نور الدين,كنوز-من-الهجرة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/بلاغات قرآنية,بلاغات قرآنية,بلاغات قرآنية,بلاغات قرآنية,بلاغات-قرآنية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/يسألونك الموسم 12  ｜ مع د الدكتور أحمد سعيد حوى  ｜ قناة دعوة,يسألونك الموسم 12 مع د الدكتور أحمد سعيد حوى,يسألونك الموسم 12 مع د الدكتور أحمد سعيد حوى,يسألونك الموسم 12 مع د الدكتور أحمد سعيد حوى,يسألونك-الموسم-12,original-library,medium,ready,,,
original-ar,/srv/daawah/media/original-ar/حبات القلوب,حبات القلوب,حبات القلوب,حبات القلوب,حبات-القلوب,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/ومضات نفسية مع د شادي ظاظا,ومضات نفسية مع د شادي ظاظا,ومضات نفسية مع د شادي ظاظا,ومضات نفسية مع د شادي ظاظا,ومضات-نفسية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/عبر (الموسم الثاني),عبر (الموسم الثاني),عبر (الموسم الثاني),عبر (الموسم الثاني),عبر-الموسم-الثاني,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/خلقه القرآن مع فضيلة الشيخ عبد النافع الرفاعي,خلقه القرآن مع فضيلة الشيخ عبد النافع الرفاعي,خلقه القرآن مع فضيلة الشيخ عبد النافع الرفاعي,خلقه القرآن مع فضيلة الشيخ عبد النافع الرفاعي,خلقه-القرآن,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/كأنك تراه جل جلاله مع الشيخ عبد الخالق الشريف,كأنك تراه جل جلاله مع الشيخ عبد الخالق الشريف,كأنك تراه جل جلاله مع الشيخ عبد الخالق الشريف,كأنك تراه جل جلاله مع الشيخ عبد الخالق الشريف,كأنك-تراه-جل-جلاله,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/مروا بمكة مع إسلام هجرس,مروا بمكة مع إسلام هجرس,مروا بمكة مع إسلام هجرس,مروا بمكة مع إسلام هجرس,مروا-بمكة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/لتسكنوا إليها مع د خضر عبد المعطي,لتسكنوا إليها مع د خضر عبد المعطي,لتسكنوا إليها مع د خضر عبد المعطي,لتسكنوا إليها مع د خضر عبد المعطي,لتسكنوا-إليها,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/عم عاشور مع أيمن الباجوري موسم رمضان,عم عاشور مع أيمن الباجوري موسم رمضان,عم عاشور مع أيمن الباجوري موسم رمضان,عم عاشور مع أيمن الباجوري موسم رمضان,عم-عاشور-رمضان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/القصّاص مع إمام الليثي,القصّاص مع إمام الليثي,القصّاص مع إمام الليثي,القصّاص مع إمام الليثي,القصّاص,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/القلوب مع فضيلة الشيخ نشأت أحمد,القلوب مع فضيلة الشيخ نشأت أحمد,القلوب مع فضيلة الشيخ نشأت أحمد,القلوب مع فضيلة الشيخ نشأت أحمد,القلوب,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/فقه العصر مع الأستاذ الدكتور فضل مراد,فقه العصر مع الأستاذ الدكتور فضل مراد,فقه العصر مع الأستاذ الدكتور فضل مراد,فقه العصر مع الأستاذ الدكتور فضل مراد,فقه-العصر,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/برنامج جذور الصـ＊ـراع  ｜ قناة دعوة,برنامج جذور الصــراع,برنامج جذور الصـ*ـراع,برنامج جذور الصــراع,برنامج-جذور-الص-راع-قناة-دعوة,original-library,medium,ready,,,
original-ar,/srv/daawah/media/original-ar/فقه الميزان الموسم الثالث مع د علي القرة داغي,فقه الميزان الموسم الثالث مع د علي القرة داغي,فقه الميزان الموسم الثالث مع د علي القرة داغي,فقه الميزان الموسم الثالث مع د علي القرة داغي,فقه-الميزان-الموسم-الثالث,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/على بصيرة مع فضيلة الأستاذ الدكتور إسماعيل علي,على بصيرة مع فضيلة الأستاذ الدكتور إسماعيل علي,على بصيرة مع فضيلة الأستاذ الدكتور إسماعيل علي,على بصيرة مع فضيلة الأستاذ الدكتور إسماعيل علي,على-بصيرة,original-library,high,ready,clean name,,
